"scenario","area","period","age","education","rate","age_group","p","period_min","period_max"
"SSP2","Zambia","2015-2020","15--19",1,144,4,0.144,2015,2020
"SSP2","Zambia","2020-2025","15--19",1,131,4,0.131,2020,2025
"SSP2","Zambia","2025-2030","15--19",1,116,4,0.116,2025,2030
"SSP2","Zambia","2030-2035","15--19",1,99,4,0.099,2030,2035
"SSP2","Zambia","2035-2040","15--19",1,83,4,0.083,2035,2040
"SSP2","Zambia","2040-2045","15--19",1,70,4,0.07,2040,2045
"SSP2","Zambia","2045-2050","15--19",1,58,4,0.058,2045,2050
"SSP2","Zambia","2050-2055","15--19",1,49,4,0.049,2050,2055
"SSP2","Zambia","2055-2060","15--19",1,42,4,0.042,2055,2060
"SSP2","Zambia","2060-2065","15--19",1,37,4,0.037,2060,2065
"SSP2","Zambia","2065-2070","15--19",1,33,4,0.033,2065,2070
"SSP2","Zambia","2075-2080","15--19",1,27,4,0.027,2075,2080
"SSP2","Zambia","2015-2020","20--24",1,402,5,0.402,2015,2020
"SSP2","Zambia","2020-2025","20--24",1,397,5,0.397,2020,2025
"SSP2","Zambia","2025-2030","20--24",1,393,5,0.393,2025,2030
"SSP2","Zambia","2030-2035","20--24",1,374,5,0.374,2030,2035
"SSP2","Zambia","2035-2040","20--24",1,349,5,0.349,2035,2040
"SSP2","Zambia","2040-2045","20--24",1,319,5,0.319,2040,2045
"SSP2","Zambia","2045-2050","20--24",1,290,5,0.29,2045,2050
"SSP2","Zambia","2050-2055","20--24",1,264,5,0.264,2050,2055
"SSP2","Zambia","2055-2060","20--24",1,241,5,0.241,2055,2060
"SSP2","Zambia","2060-2065","20--24",1,223,5,0.223,2060,2065
"SSP2","Zambia","2065-2070","20--24",1,210,5,0.21,2065,2070
"SSP2","Zambia","2075-2080","20--24",1,188,5,0.188,2075,2080
"SSP2","Zambia","2015-2020","25--29",1,368,6,0.368,2015,2020
"SSP2","Zambia","2020-2025","25--29",1,355,6,0.355,2020,2025
"SSP2","Zambia","2025-2030","25--29",1,349,6,0.349,2025,2030
"SSP2","Zambia","2030-2035","25--29",1,327,6,0.327,2030,2035
"SSP2","Zambia","2035-2040","25--29",1,299,6,0.299,2035,2040
"SSP2","Zambia","2040-2045","25--29",1,269,6,0.269,2040,2045
"SSP2","Zambia","2045-2050","25--29",1,239,6,0.239,2045,2050
"SSP2","Zambia","2050-2055","25--29",1,213,6,0.213,2050,2055
"SSP2","Zambia","2055-2060","25--29",1,191,6,0.191,2055,2060
"SSP2","Zambia","2060-2065","25--29",1,175,6,0.175,2060,2065
"SSP2","Zambia","2065-2070","25--29",1,163,6,0.163,2065,2070
"SSP2","Zambia","2075-2080","25--29",1,146,6,0.146,2075,2080
"SSP2","Zambia","2015-2020","30--34",1,257,7,0.257,2015,2020
"SSP2","Zambia","2020-2025","30--34",1,246,7,0.246,2020,2025
"SSP2","Zambia","2025-2030","30--34",1,212,7,0.212,2025,2030
"SSP2","Zambia","2030-2035","30--34",1,189,7,0.189,2030,2035
"SSP2","Zambia","2035-2040","30--34",1,164,7,0.164,2035,2040
"SSP2","Zambia","2040-2045","30--34",1,141,7,0.141,2040,2045
"SSP2","Zambia","2045-2050","30--34",1,121,7,0.121,2045,2050
"SSP2","Zambia","2050-2055","30--34",1,104,7,0.104,2050,2055
"SSP2","Zambia","2055-2060","30--34",1,91,7,0.091,2055,2060
"SSP2","Zambia","2060-2065","30--34",1,82,7,0.082,2060,2065
"SSP2","Zambia","2065-2070","30--34",1,76,7,0.076,2065,2070
"SSP2","Zambia","2075-2080","30--34",1,68,7,0.068,2075,2080
"SSP2","Zambia","2015-2020","35--39",1,168,8,0.168,2015,2020
"SSP2","Zambia","2020-2025","35--39",1,147,8,0.147,2020,2025
"SSP2","Zambia","2025-2030","35--39",1,128,8,0.128,2025,2030
"SSP2","Zambia","2030-2035","35--39",1,112,8,0.112,2030,2035
"SSP2","Zambia","2035-2040","35--39",1,95,8,0.095,2035,2040
"SSP2","Zambia","2040-2045","35--39",1,80,8,0.08,2040,2045
"SSP2","Zambia","2045-2050","35--39",1,67,8,0.067,2045,2050
"SSP2","Zambia","2050-2055","35--39",1,57,8,0.057,2050,2055
"SSP2","Zambia","2055-2060","35--39",1,49,8,0.049,2055,2060
"SSP2","Zambia","2060-2065","35--39",1,43,8,0.043,2060,2065
"SSP2","Zambia","2065-2070","35--39",1,39,8,0.039,2065,2070
"SSP2","Zambia","2075-2080","35--39",1,33,8,0.033,2075,2080
"SSP2","Zambia","2015-2020","40--44",1,75,9,0.075,2015,2020
"SSP2","Zambia","2020-2025","40--44",1,65,9,0.065,2020,2025
"SSP2","Zambia","2025-2030","40--44",1,56,9,0.056,2025,2030
"SSP2","Zambia","2030-2035","40--44",1,48,9,0.048,2030,2035
"SSP2","Zambia","2035-2040","40--44",1,40,9,0.04,2035,2040
"SSP2","Zambia","2040-2045","40--44",1,33,9,0.033,2040,2045
"SSP2","Zambia","2045-2050","40--44",1,27,9,0.027,2045,2050
"SSP2","Zambia","2050-2055","40--44",1,23,9,0.023,2050,2055
"SSP2","Zambia","2055-2060","40--44",1,19,9,0.019,2055,2060
"SSP2","Zambia","2060-2065","40--44",1,16,9,0.016,2060,2065
"SSP2","Zambia","2065-2070","40--44",1,14,9,0.014,2065,2070
"SSP2","Zambia","2075-2080","40--44",1,11,9,0.011,2075,2080
"SSP2","Zambia","2015-2020","45--49",1,19,10,0.019,2015,2020
"SSP2","Zambia","2020-2025","45--49",1,15,10,0.015,2020,2025
"SSP2","Zambia","2025-2030","45--49",1,12,10,0.012,2025,2030
"SSP2","Zambia","2030-2035","45--49",1,10,10,0.01,2030,2035
"SSP2","Zambia","2035-2040","45--49",1,7,10,0.007,2035,2040
"SSP2","Zambia","2040-2045","45--49",1,6,10,0.006,2040,2045
"SSP2","Zambia","2045-2050","45--49",1,4,10,0.004,2045,2050
"SSP2","Zambia","2050-2055","45--49",1,3,10,0.003,2050,2055
"SSP2","Zambia","2055-2060","45--49",1,2,10,0.002,2055,2060
"SSP2","Zambia","2060-2065","45--49",1,1,10,0.001,2060,2065
"SSP2","Zambia","2065-2070","45--49",1,1,10,0.001,2065,2070
"SSP2","Zambia","2075-2080","45--49",1,9,10,0.009,2075,2080
"SSP2","Zambia","2015-2020","15--19",2,134,4,0.134,2015,2020
"SSP2","Zambia","2020-2025","15--19",2,122,4,0.122,2020,2025
"SSP2","Zambia","2025-2030","15--19",2,109,4,0.109,2025,2030
"SSP2","Zambia","2030-2035","15--19",2,94,4,0.094,2030,2035
"SSP2","Zambia","2035-2040","15--19",2,79,4,0.079,2035,2040
"SSP2","Zambia","2040-2045","15--19",2,67,4,0.067,2040,2045
"SSP2","Zambia","2045-2050","15--19",2,56,4,0.056,2045,2050
"SSP2","Zambia","2050-2055","15--19",2,48,4,0.048,2050,2055
"SSP2","Zambia","2055-2060","15--19",2,41,4,0.041,2055,2060
"SSP2","Zambia","2060-2065","15--19",2,36,4,0.036,2060,2065
"SSP2","Zambia","2065-2070","15--19",2,32,4,0.032,2065,2070
"SSP2","Zambia","2075-2080","15--19",2,26,4,0.026,2075,2080
"SSP2","Zambia","2015-2020","20--24",2,373,5,0.373,2015,2020
"SSP2","Zambia","2020-2025","20--24",2,368,5,0.368,2020,2025
"SSP2","Zambia","2025-2030","20--24",2,369,5,0.369,2025,2030
"SSP2","Zambia","2030-2035","20--24",2,354,5,0.354,2030,2035
"SSP2","Zambia","2035-2040","20--24",2,332,5,0.332,2035,2040
"SSP2","Zambia","2040-2045","20--24",2,306,5,0.306,2040,2045
"SSP2","Zambia","2045-2050","20--24",2,280,5,0.28,2045,2050
"SSP2","Zambia","2050-2055","20--24",2,256,5,0.256,2050,2055
"SSP2","Zambia","2055-2060","20--24",2,236,5,0.236,2055,2060
"SSP2","Zambia","2060-2065","20--24",2,220,5,0.22,2060,2065
"SSP2","Zambia","2065-2070","20--24",2,207,5,0.207,2065,2070
"SSP2","Zambia","2075-2080","20--24",2,187,5,0.187,2075,2080
"SSP2","Zambia","2015-2020","25--29",2,342,6,0.342,2015,2020
"SSP2","Zambia","2020-2025","25--29",2,330,6,0.33,2020,2025
"SSP2","Zambia","2025-2030","25--29",2,327,6,0.327,2025,2030
"SSP2","Zambia","2030-2035","25--29",2,309,6,0.309,2030,2035
"SSP2","Zambia","2035-2040","25--29",2,285,6,0.285,2035,2040
"SSP2","Zambia","2040-2045","25--29",2,257,6,0.257,2040,2045
"SSP2","Zambia","2045-2050","25--29",2,230,6,0.23,2045,2050
"SSP2","Zambia","2050-2055","25--29",2,207,6,0.207,2050,2055
"SSP2","Zambia","2055-2060","25--29",2,187,6,0.187,2055,2060
"SSP2","Zambia","2060-2065","25--29",2,172,6,0.172,2060,2065
"SSP2","Zambia","2065-2070","25--29",2,161,6,0.161,2065,2070
"SSP2","Zambia","2075-2080","25--29",2,145,6,0.145,2075,2080
"SSP2","Zambia","2015-2020","30--34",2,239,7,0.239,2015,2020
"SSP2","Zambia","2020-2025","30--34",2,231,7,0.231,2020,2025
"SSP2","Zambia","2025-2030","30--34",2,199,7,0.199,2025,2030
"SSP2","Zambia","2030-2035","30--34",2,178,7,0.178,2030,2035
"SSP2","Zambia","2035-2040","30--34",2,156,7,0.156,2035,2040
"SSP2","Zambia","2040-2045","30--34",2,135,7,0.135,2040,2045
"SSP2","Zambia","2045-2050","30--34",2,117,7,0.117,2045,2050
"SSP2","Zambia","2050-2055","30--34",2,101,7,0.101,2050,2055
"SSP2","Zambia","2055-2060","30--34",2,89,7,0.089,2055,2060
"SSP2","Zambia","2060-2065","30--34",2,81,7,0.081,2060,2065
"SSP2","Zambia","2065-2070","30--34",2,75,7,0.075,2065,2070
"SSP2","Zambia","2075-2080","30--34",2,67,7,0.067,2075,2080
"SSP2","Zambia","2015-2020","35--39",2,156,8,0.156,2015,2020
"SSP2","Zambia","2020-2025","35--39",2,140,8,0.14,2020,2025
"SSP2","Zambia","2025-2030","35--39",2,120,8,0.12,2025,2030
"SSP2","Zambia","2030-2035","35--39",2,105,8,0.105,2030,2035
"SSP2","Zambia","2035-2040","35--39",2,91,8,0.091,2035,2040
"SSP2","Zambia","2040-2045","35--39",2,77,8,0.077,2040,2045
"SSP2","Zambia","2045-2050","35--39",2,65,8,0.065,2045,2050
"SSP2","Zambia","2050-2055","35--39",2,56,8,0.056,2050,2055
"SSP2","Zambia","2055-2060","35--39",2,48,8,0.048,2055,2060
"SSP2","Zambia","2060-2065","35--39",2,43,8,0.043,2060,2065
"SSP2","Zambia","2065-2070","35--39",2,38,8,0.038,2065,2070
"SSP2","Zambia","2075-2080","35--39",2,32,8,0.032,2075,2080
"SSP2","Zambia","2015-2020","40--44",2,70,9,0.07,2015,2020
"SSP2","Zambia","2020-2025","40--44",2,60,9,0.06,2020,2025
"SSP2","Zambia","2025-2030","40--44",2,53,9,0.053,2025,2030
"SSP2","Zambia","2030-2035","40--44",2,45,9,0.045,2030,2035
"SSP2","Zambia","2035-2040","40--44",2,38,9,0.038,2035,2040
"SSP2","Zambia","2040-2045","40--44",2,32,9,0.032,2040,2045
"SSP2","Zambia","2045-2050","40--44",2,26,9,0.026,2045,2050
"SSP2","Zambia","2050-2055","40--44",2,22,9,0.022,2050,2055
"SSP2","Zambia","2055-2060","40--44",2,18,9,0.018,2055,2060
"SSP2","Zambia","2060-2065","40--44",2,16,9,0.016,2060,2065
"SSP2","Zambia","2065-2070","40--44",2,14,9,0.014,2065,2070
"SSP2","Zambia","2075-2080","40--44",2,11,9,0.011,2075,2080
"SSP2","Zambia","2015-2020","45--49",2,18,10,0.018,2015,2020
"SSP2","Zambia","2020-2025","45--49",2,14,10,0.014,2020,2025
"SSP2","Zambia","2025-2030","45--49",2,11,10,0.011,2025,2030
"SSP2","Zambia","2030-2035","45--49",2,9,10,0.009,2030,2035
"SSP2","Zambia","2035-2040","45--49",2,7,10,0.007,2035,2040
"SSP2","Zambia","2040-2045","45--49",2,5,10,0.005,2040,2045
"SSP2","Zambia","2045-2050","45--49",2,4,10,0.004,2045,2050
"SSP2","Zambia","2050-2055","45--49",2,3,10,0.003,2050,2055
"SSP2","Zambia","2055-2060","45--49",2,2,10,0.002,2055,2060
"SSP2","Zambia","2060-2065","45--49",2,1,10,0.001,2060,2065
"SSP2","Zambia","2065-2070","45--49",2,1,10,0.001,2065,2070
"SSP2","Zambia","2075-2080","45--49",2,9,10,0.009,2075,2080
"SSP2","Zambia","2015-2020","15--19",3,109,4,0.109,2015,2020
"SSP2","Zambia","2020-2025","15--19",3,101,4,0.101,2020,2025
"SSP2","Zambia","2025-2030","15--19",3,92,4,0.092,2025,2030
"SSP2","Zambia","2030-2035","15--19",3,80,4,0.08,2030,2035
"SSP2","Zambia","2035-2040","15--19",3,69,4,0.069,2035,2040
"SSP2","Zambia","2040-2045","15--19",3,60,4,0.06,2040,2045
"SSP2","Zambia","2045-2050","15--19",3,51,4,0.051,2045,2050
"SSP2","Zambia","2050-2055","15--19",3,44,4,0.044,2050,2055
"SSP2","Zambia","2055-2060","15--19",3,39,4,0.039,2055,2060
"SSP2","Zambia","2060-2065","15--19",3,35,4,0.035,2060,2065
"SSP2","Zambia","2065-2070","15--19",3,31,4,0.031,2065,2070
"SSP2","Zambia","2075-2080","15--19",3,26,4,0.026,2075,2080
"SSP2","Zambia","2015-2020","20--24",3,305,5,0.305,2015,2020
"SSP2","Zambia","2020-2025","20--24",3,299,5,0.299,2020,2025
"SSP2","Zambia","2025-2030","20--24",3,306,5,0.306,2025,2030
"SSP2","Zambia","2030-2035","20--24",3,304,5,0.304,2030,2035
"SSP2","Zambia","2035-2040","20--24",3,291,5,0.291,2035,2040
"SSP2","Zambia","2040-2045","20--24",3,274,5,0.274,2040,2045
"SSP2","Zambia","2045-2050","20--24",3,256,5,0.256,2045,2050
"SSP2","Zambia","2050-2055","20--24",3,239,5,0.239,2050,2055
"SSP2","Zambia","2055-2060","20--24",3,223,5,0.223,2055,2060
"SSP2","Zambia","2060-2065","20--24",3,211,5,0.211,2060,2065
"SSP2","Zambia","2065-2070","20--24",3,201,5,0.201,2065,2070
"SSP2","Zambia","2075-2080","20--24",3,184,5,0.184,2075,2080
"SSP2","Zambia","2015-2020","25--29",3,279,6,0.279,2015,2020
"SSP2","Zambia","2020-2025","25--29",3,270,6,0.27,2020,2025
"SSP2","Zambia","2025-2030","25--29",3,268,6,0.268,2025,2030
"SSP2","Zambia","2030-2035","25--29",3,265,6,0.265,2030,2035
"SSP2","Zambia","2035-2040","25--29",3,250,6,0.25,2035,2040
"SSP2","Zambia","2040-2045","25--29",3,230,6,0.23,2040,2045
"SSP2","Zambia","2045-2050","25--29",3,211,6,0.211,2045,2050
"SSP2","Zambia","2050-2055","25--29",3,192,6,0.192,2050,2055
"SSP2","Zambia","2055-2060","25--29",3,177,6,0.177,2055,2060
"SSP2","Zambia","2060-2065","25--29",3,165,6,0.165,2060,2065
"SSP2","Zambia","2065-2070","25--29",3,156,6,0.156,2065,2070
"SSP2","Zambia","2075-2080","25--29",3,143,6,0.143,2075,2080
"SSP2","Zambia","2015-2020","30--34",3,195,7,0.195,2015,2020
"SSP2","Zambia","2020-2025","30--34",3,188,7,0.188,2020,2025
"SSP2","Zambia","2025-2030","30--34",3,180,7,0.18,2025,2030
"SSP2","Zambia","2030-2035","30--34",3,153,7,0.153,2030,2035
"SSP2","Zambia","2035-2040","30--34",3,137,7,0.137,2035,2040
"SSP2","Zambia","2040-2045","30--34",3,121,7,0.121,2040,2045
"SSP2","Zambia","2045-2050","30--34",3,107,7,0.107,2045,2050
"SSP2","Zambia","2050-2055","30--34",3,94,7,0.094,2050,2055
"SSP2","Zambia","2055-2060","30--34",3,85,7,0.085,2055,2060
"SSP2","Zambia","2060-2065","30--34",3,78,7,0.078,2060,2065
"SSP2","Zambia","2065-2070","30--34",3,73,7,0.073,2065,2070
"SSP2","Zambia","2075-2080","30--34",3,66,7,0.066,2075,2080
"SSP2","Zambia","2015-2020","35--39",3,127,8,0.127,2015,2020
"SSP2","Zambia","2020-2025","35--39",3,123,8,0.123,2020,2025
"SSP2","Zambia","2025-2030","35--39",3,102,8,0.102,2025,2030
"SSP2","Zambia","2030-2035","35--39",3,90,8,0.09,2030,2035
"SSP2","Zambia","2035-2040","35--39",3,79,8,0.079,2035,2040
"SSP2","Zambia","2040-2045","35--39",3,69,8,0.069,2040,2045
"SSP2","Zambia","2045-2050","35--39",3,60,8,0.06,2045,2050
"SSP2","Zambia","2050-2055","35--39",3,52,8,0.052,2050,2055
"SSP2","Zambia","2055-2060","35--39",3,46,8,0.046,2055,2060
"SSP2","Zambia","2060-2065","35--39",3,41,8,0.041,2060,2065
"SSP2","Zambia","2065-2070","35--39",3,37,8,0.037,2065,2070
"SSP2","Zambia","2075-2080","35--39",3,32,8,0.032,2075,2080
"SSP2","Zambia","2015-2020","40--44",3,57,9,0.057,2015,2020
"SSP2","Zambia","2020-2025","40--44",3,55,9,0.055,2020,2025
"SSP2","Zambia","2025-2030","40--44",3,44,9,0.044,2025,2030
"SSP2","Zambia","2030-2035","40--44",3,39,9,0.039,2030,2035
"SSP2","Zambia","2035-2040","40--44",3,34,9,0.034,2035,2040
"SSP2","Zambia","2040-2045","40--44",3,29,9,0.029,2040,2045
"SSP2","Zambia","2045-2050","40--44",3,24,9,0.024,2045,2050
"SSP2","Zambia","2050-2055","40--44",3,20,9,0.02,2050,2055
"SSP2","Zambia","2055-2060","40--44",3,18,9,0.018,2055,2060
"SSP2","Zambia","2060-2065","40--44",3,15,9,0.015,2060,2065
"SSP2","Zambia","2065-2070","40--44",3,13,9,0.013,2065,2070
"SSP2","Zambia","2075-2080","40--44",3,10,9,0.01,2075,2080
"SSP2","Zambia","2015-2020","45--49",3,15,10,0.015,2015,2020
"SSP2","Zambia","2020-2025","45--49",3,13,10,0.013,2020,2025
"SSP2","Zambia","2025-2030","45--49",3,10,10,0.01,2025,2030
"SSP2","Zambia","2030-2035","45--49",3,8,10,0.008,2030,2035
"SSP2","Zambia","2035-2040","45--49",3,6,10,0.006,2035,2040
"SSP2","Zambia","2040-2045","45--49",3,5,10,0.005,2040,2045
"SSP2","Zambia","2045-2050","45--49",3,4,10,0.004,2045,2050
"SSP2","Zambia","2050-2055","45--49",3,3,10,0.003,2050,2055
"SSP2","Zambia","2055-2060","45--49",3,2,10,0.002,2055,2060
"SSP2","Zambia","2060-2065","45--49",3,1,10,0.001,2060,2065
"SSP2","Zambia","2065-2070","45--49",3,1,10,0.001,2065,2070
"SSP2","Zambia","2075-2080","45--49",3,9,10,0.009,2075,2080
"SSP2","Zambia","2015-2020","15--19",4,63,4,0.063,2015,2020
"SSP2","Zambia","2020-2025","15--19",4,59,4,0.059,2020,2025
"SSP2","Zambia","2025-2030","15--19",4,54,4,0.054,2025,2030
"SSP2","Zambia","2030-2035","15--19",4,48,4,0.048,2030,2035
"SSP2","Zambia","2035-2040","15--19",4,42,4,0.042,2035,2040
"SSP2","Zambia","2040-2045","15--19",4,37,4,0.037,2040,2045
"SSP2","Zambia","2045-2050","15--19",4,32,4,0.032,2045,2050
"SSP2","Zambia","2050-2055","15--19",4,28,4,0.028,2050,2055
"SSP2","Zambia","2055-2060","15--19",4,25,4,0.025,2055,2060
"SSP2","Zambia","2060-2065","15--19",4,22,4,0.022,2060,2065
"SSP2","Zambia","2065-2070","15--19",4,20,4,0.02,2065,2070
"SSP2","Zambia","2075-2080","15--19",4,17,4,0.017,2075,2080
"SSP2","Zambia","2015-2020","20--24",4,224,5,0.224,2015,2020
"SSP2","Zambia","2020-2025","20--24",4,223,5,0.223,2020,2025
"SSP2","Zambia","2025-2030","20--24",4,223,5,0.223,2025,2030
"SSP2","Zambia","2030-2035","20--24",4,231,5,0.231,2030,2035
"SSP2","Zambia","2035-2040","20--24",4,233,5,0.233,2035,2040
"SSP2","Zambia","2040-2045","20--24",4,225,5,0.225,2040,2045
"SSP2","Zambia","2045-2050","20--24",4,215,5,0.215,2045,2050
"SSP2","Zambia","2050-2055","20--24",4,205,5,0.205,2050,2055
"SSP2","Zambia","2055-2060","20--24",4,196,5,0.196,2055,2060
"SSP2","Zambia","2060-2065","20--24",4,187,5,0.187,2060,2065
"SSP2","Zambia","2065-2070","20--24",4,180,5,0.18,2065,2070
"SSP2","Zambia","2075-2080","20--24",4,169,5,0.169,2075,2080
"SSP2","Zambia","2015-2020","25--29",4,216,6,0.216,2015,2020
"SSP2","Zambia","2020-2025","25--29",4,213,6,0.213,2020,2025
"SSP2","Zambia","2025-2030","25--29",4,209,6,0.209,2025,2030
"SSP2","Zambia","2030-2035","25--29",4,210,6,0.21,2030,2035
"SSP2","Zambia","2035-2040","25--29",4,219,6,0.219,2035,2040
"SSP2","Zambia","2040-2045","25--29",4,209,6,0.209,2040,2045
"SSP2","Zambia","2045-2050","25--29",4,197,6,0.197,2045,2050
"SSP2","Zambia","2050-2055","25--29",4,184,6,0.184,2050,2055
"SSP2","Zambia","2055-2060","25--29",4,173,6,0.173,2055,2060
"SSP2","Zambia","2060-2065","25--29",4,164,6,0.164,2060,2065
"SSP2","Zambia","2065-2070","25--29",4,157,6,0.157,2065,2070
"SSP2","Zambia","2075-2080","25--29",4,148,6,0.148,2075,2080
"SSP2","Zambia","2015-2020","30--34",4,153,7,0.153,2015,2020
"SSP2","Zambia","2020-2025","30--34",4,151,7,0.151,2020,2025
"SSP2","Zambia","2025-2030","30--34",4,148,7,0.148,2025,2030
"SSP2","Zambia","2030-2035","30--34",4,149,7,0.149,2030,2035
"SSP2","Zambia","2035-2040","30--34",4,122,7,0.122,2035,2040
"SSP2","Zambia","2040-2045","30--34",4,111,7,0.111,2040,2045
"SSP2","Zambia","2045-2050","30--34",4,101,7,0.101,2045,2050
"SSP2","Zambia","2050-2055","30--34",4,91,7,0.091,2050,2055
"SSP2","Zambia","2055-2060","30--34",4,84,7,0.084,2055,2060
"SSP2","Zambia","2060-2065","30--34",4,78,7,0.078,2060,2065
"SSP2","Zambia","2065-2070","30--34",4,74,7,0.074,2065,2070
"SSP2","Zambia","2075-2080","30--34",4,70,7,0.07,2075,2080
"SSP2","Zambia","2015-2020","35--39",4,103,8,0.103,2015,2020
"SSP2","Zambia","2020-2025","35--39",4,101,8,0.101,2020,2025
"SSP2","Zambia","2025-2030","35--39",4,99,8,0.099,2025,2030
"SSP2","Zambia","2030-2035","35--39",4,83,8,0.083,2030,2035
"SSP2","Zambia","2035-2040","35--39",4,71,8,0.071,2035,2040
"SSP2","Zambia","2040-2045","35--39",4,63,8,0.063,2040,2045
"SSP2","Zambia","2045-2050","35--39",4,56,8,0.056,2045,2050
