"meta_education","rururb","energy","fuel","cap_GJ_average","cap_GJ_sd","n_cases","cap_GJ_se","name_meta_education","name_energy"
"post_secondary","Urban","elec1_CC0","gas",0.0159228434919907,0.645132045300156,431,0.0310749171787143,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","coal",0.0217212975058463,0.329991965590428,431,0.0158951536744585,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","charcoal",14.6700490693473,10.8838938104439,431,0.524258717584097,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","diesel_home",0.00421865790083435,0.246710591219348,431,0.0118836310257785,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","electricity",2.55666596516492,2.37673058971053,431,0.114483084152189,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","paraffin",0.0759832854429539,0.392660836665638,431,0.0189138069757986,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC0","kerosene",0.063879651344609,0.40742575152898,431,0.0196250078995036,"Post sec.","Elec, 
 No CC"
"post_secondary","Urban","elec1_CC1","firewood",0.00954648491335342,0.195674259515099,1278,0.00547353969611931,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","gas",0.567362702496975,6.88283060743295,1278,0.19253143793572,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","coal",0.000220074490267309,0.0223309875631454,1278,0.000624658282511561,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","charcoal",7.55245494155269,9.08411154793238,1278,0.254107235590418,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","diesel_home",0.263673357733671,5.54578315396039,1278,0.155130594665313,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","electricity",5.10944207127666,3.73622498174788,1278,0.104512345169507,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","paraffin",0.0250412595112298,0.330304345983073,1278,0.00923950832377915,"Post sec.","Elec, 
 CC"
"post_secondary","Urban","elec1_CC1","kerosene",0.0261201646260958,0.394915725609742,1278,0.0110468638343302,"Post sec.","Elec, 
 CC"
"senior_secondary","Rural","elec0_CC0","firewood",6.47233174883974,6.713856668397,671,0.259185561971906,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","gas",0,0,671,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","coal",0,0,671,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","charcoal",3.03419699832603,6.2893079439522,671,0.242796040246243,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","diesel_home",0.0211765034185737,0.754879834191675,671,0.0291418127776241,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","electricity",0.000272043161751439,0.0157056060308662,671,0.000606308196059734,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","paraffin",0.0230047493368648,0.234923349934679,671,0.00906911533571363,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec0_CC0","kerosene",0.0105283641278739,0.236586924053932,671,0.00913333690228507,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","firewood",1.82536598202609,3.86879277293707,49,0.552684681848153,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","gas",0,0,49,0,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","coal",0,0,49,0,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","charcoal",9.16238132218064,12.9751272329722,49,1.85358960471031,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","diesel_home",0.312732274037875,2.17141224077885,49,0.310201748682692,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","electricity",1.60786496921239,1.55765836054164,49,0.22252262293452,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","paraffin",0,0,49,0,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC0","kerosene",0,0,49,0,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Rural","elec1_CC1","firewood",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","gas",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","coal",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","charcoal",3.75587719262083,7.48243464105314,49,1.06891923443616,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","diesel_home",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","electricity",3.82228339729223,2.64116081636622,49,0.377308688052317,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","paraffin",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Rural","elec1_CC1","kerosene",0,0,49,0,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec0_CC0","firewood",0.649428197830852,2.91720185418948,448,0.137824832685034,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","gas",0,0,448,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","coal",0,0,448,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","charcoal",13.1563232635853,10.0037911047065,448,0.472634704123098,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","diesel_home",0,0,448,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","electricity",0.0358608958691047,0.417400060342408,448,0.0197202992301672,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","paraffin",0.0171295269309254,0.161019057889992,448,0.00760743541997914,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec0_CC0","kerosene",0,0,448,0,"Senior sec.","No elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","firewood",0.0290260324118987,0.620487797097351,523,0.0271320369834864,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","gas",0.058703728846899,0.659723320928169,523,0.0288476866523827,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","coal",0.00834969075389248,0.173202635021461,523,0.00757362243225918,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","charcoal",16.2725367208883,12.6874215151761,523,0.554782207458674,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","diesel_home",0,0,523,0,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","electricity",2.06771255344762,1.82538745999727,523,0.0798186206167531,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","paraffin",0.0873637183447201,0.690508911863227,523,0.03019384655386,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC0","kerosene",0.0099007575319718,0.101821838737656,523,0.00445235814028947,"Senior sec.","Elec, 
 No CC"
"senior_secondary","Urban","elec1_CC1","firewood",0.00454130217314947,0.0850142546204035,513,0.00375347103521636,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","gas",0.137952681456016,3.46525166407534,513,0.152994598481376,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","coal",0.00601090500431145,0.178162621701977,513,0.00786607190879357,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","charcoal",8.30465790467153,9.57109746930303,513,0.422574276357174,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","diesel_home",0.0608540009963679,1.1563444277209,513,0.0510538536809398,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","electricity",3.46814893847021,2.7682441776864,513,0.122220966186752,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","paraffin",0.0245066566900408,0.230610194102781,513,0.0101816887986061,"Senior sec.","Elec, 
 CC"
"senior_secondary","Urban","elec1_CC1","kerosene",0.00939161869140526,0.211040814147204,513,0.00931767956664408,"Senior sec.","Elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","firewood",3.81795356259137,4.95119730061724,26,0.971009678903662,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","gas",0.127693195186448,3.49669609115492,26,0.685758523150098,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","coal",0,0,26,0,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","coal",0,0,26,0,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","coal",0,0,26,0,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","coal",0,0,26,0,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","coal",0,0,26,0,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","coal",0,0,26,0,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","coal",0,0,26,0,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","coal",0,0,26,0,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","charcoal",4.86882676885703,8.49892602846697,26,1.66677652552826,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","diesel_home",0,0,26,0,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","diesel_home",0,0,26,0,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","diesel_home",0,0,26,0,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","diesel_home",0,0,26,0,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","diesel_home",0,0,26,0,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","diesel_home",0,0,26,0,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","diesel_home",0,0,26,0,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","diesel_home",0,0,26,0,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","electricity",0.011872285986278,0.146266734467418,26,0.0286852666630331,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","paraffin",0.127322251986369,0.383495721644703,26,0.0752096987709879,"Senior sec.","No elec, 
 CC"
"junior_secondary","Rural","elec0_CC1","kerosene",0,0,26,0,"Junior sec.","No elec, 
 CC"
"junior_secondary","Urban","elec0_CC1","kerosene",0,0,26,0,"Junior sec.","No elec, 
 CC"
"low_education","Rural","elec0_CC1","kerosene",0,0,26,0,"Low educ.","No elec, 
 CC"
"low_education","Urban","elec0_CC1","kerosene",0,0,26,0,"Low educ.","No elec, 
 CC"
"post_secondary","Rural","elec0_CC1","kerosene",0,0,26,0,"Post sec.","No elec, 
 CC"
"post_secondary","Urban","elec0_CC1","kerosene",0,0,26,0,"Post sec.","No elec, 
 CC"
"senior_secondary","Rural","elec0_CC1","kerosene",0,0,26,0,"Senior sec.","No elec, 
 CC"
"senior_secondary","Urban","elec0_CC1","kerosene",0,0,26,0,"Senior sec.","No elec, 
 CC"
